designation, HD, HIP, ra, declination, parallax, parallax_error, pm, pmra, pmdec, ruwe, phot_g_mean_mag, phot_bp_mean_mag, phot_rp_mean_mag, teff_gspphot, teff_gspphot_lower, teff_gspphot_upper, logg_gspphot, logg_gspphot_lower, logg_gspphot_upper, mh_gspphot, mh_gspphot_lower, mh_gspphot_upper, distance_gspphot, distance_gspphot_lower, distance_gspphot_upper, Mg, Mg_error, MRp, MRp_error, Bp_minus_Rp
"Gaia DR3 4692276170589724288","7693A",\N,18.758702983844678,-68.81856519233126,47.43583184213541,0.060973432,373.00598,360.37410278749957,96.24954415239077,3.220369,7.494878,7.600165,6.357864,4966.4697,4936.8506,5042.493,4.5314,4.5069,4.546,0.3981,0.1869,0.547,20.9401,20.7287,21.2434,5.8754106041957765,0.0027911853356217264,4.738396604195776,0.0027911853356217264,1.242301
"Gaia DR3 5080543413172761088","23588A",\N,56.35212350033606,-27.861972232968572,48.493092183549834,0.02853637,323.19806,303.2358095124807,111.82591789185426,1.7434316,7.948594,8.416718,7.1902423,4609.627,4604.8413,4611.915,4.4559,4.4462,4.4581,-1.1157,-1.218,-1.0852,20.5872,20.5473,20.6187,6.376993389894587,0.0012778303977993843,5.618641689894587,0.0012778303977993843,1.2264757
"Gaia DR3 2035020964491479552","186858A",\N,296.38974173757515,33.60003558627211,47.67111290338257,0.016216096,443.10342,8.756960305052942,-443.0168929625007,0.9387173,8.02304,8.53719,7.3316402,4665.525,4663.0947,4666.716,4.5419,4.5396,4.5431,-0.2626,-0.2724,-0.2547,20.976,20.9641,21.0238,6.414316454218403,0.000738661303830046,5.722916654218404,0.000738661303830046,1.2055498
"Gaia DR3 5143341362661301632","14001A",\N,33.942106109711126,-18.23869646522409,43.481417176015185,0.026377968,128.93085,-33.20349383065669,-124.58205923114278,1.0941306,8.106536,8.589049,7.3971095,4740.9375,4739.605,4742.39,4.5479,4.5464,4.55,-0.1883,-0.1955,-0.1812,22.9682,22.8785,22.9908,6.2980544523349975,0.0013173222143589847,5.588627952334996,0.0013173222143589847,1.1919395
"Gaia DR3 2964001014514075520","38392",\N,86.10910372271664,-22.42340450564174,112.46606502613807,0.02246881,466.15222,-304.9050366049925,-352.60573023076597,1.0054624,5.868166,6.3657584,5.208363,4794.6724,4793.796,4795.489,4.5283,4.5275,4.529,-0.1581,-0.1633,-0.1532,8.8919,8.8894,8.8965,6.1232735013426565,0.0004338233193044161,5.463470501342656,0.0004338233193044161,1.1573954
"Gaia DR3 240259375324767744","19071",\N,46.39280670078106,42.19701315436128,45.08447157538908,0.027017191,90.05368,67.16960273306452,-59.982575921189216,1.0488924,7.845316,8.325102,7.201596,4844.5757,4843.669,4845.4565,4.5405,4.5396,4.5412,-0.1758,-0.1798,-0.172,22.1679,22.152,22.1889,6.1154509188810815,0.0013012704776560469,5.471730918881081,0.0013012704776560469,1.123506
"Gaia DR3 4911306239828325760","10361",\N,24.950656623757837,-56.19640006625107,122.00347235303983,0.03193793,309.41888,309.22982585737077,10.815266219876033,1.2156,5.6254873,6.089998,4.9957995,4902.265,4899.9053,4903.837,4.5288,4.527,4.5298,-0.3803,-0.3995,-0.3656,8.198,8.194,8.2063,6.057348256746864,0.0005684455864956028,5.427660456746865,0.0005684455864956028,1.0941985
"Gaia DR3 4467355158571184256","148653B",\N,247.2184021509794,18.415437167521638,51.79085053099461,0.018888528,501.99078,-324.16730818276,383.2887962121308,1.0688821,7.5834684,8.008382,6.9297514,4965.8535,4909.316,4968.973,4.6229,4.5526,4.6304,-0.0391,-0.3902,-0.0165,19.2572,19.2299,19.2894,6.1547336162098185,0.0007919529956810223,5.50101661620982,0.0007919529956810223,1.0786306
"Gaia DR3 4911306239828325632","10360",\N,24.951317415506175,-56.19325138476668,122.108812649359,0.036529314,263.04077,262.61493034694894,14.96130071250266,1.2739952,5.5083017,5.9569917,4.886207,5044.24,5041.956,5048.7476,4.5958,4.5893,4.6045,0.05,0.0348,0.0623,8.1748,8.1636,8.1843,5.9420367415456985,0.000649604218850186,5.319942041545699,0.000649604218850186,1.0707847
"Gaia DR3 4467355154275146112","148653A",\N,247.21778836643392,18.41575935482316,51.80796167805189,0.017478893,518.1376,-348.5864808594865,383.3457990102912,0.9444088,7.414201,7.81933,6.7489576,5004.562,4988.7515,5011.438,4.5229,4.5052,4.5292,-0.6786,-0.9539,-0.5776,19.2707,19.151,19.3232,5.9861835291456655,0.0007326081572998078,5.320940129145666,0.0007326081572998078,1.0703724
"Gaia DR3 4109030160308317312","155885",\N,258.83511696459266,-26.60789783205067,168.13027793748972,0.10807573,1232.5948,-465.86077428732233,-1141.1676949906755,0.66811454,4.828591,5.282556,4.2228065,4997.0127,4995.8306,4998.8647,4.5379,4.537,4.5389,-0.3685,-0.3767,-0.3539,5.9498,5.9447,5.9592,5.956820654558416,0.0013958431582716813,5.351036154558417,0.0013958431582716813,1.0597495
"Gaia DR3 4109030160308320128","155886",\N,258.83412017812816,-26.606806615399403,168.00307885629599,0.13433942,1252.6638,-498.6001998992269,-1149.1581425021811,0.6913257,4.831335,5.2874,4.2290955,4991.236,4988.844,4993.6504,4.5376,4.5361,4.5396,-0.3459,-0.3668,-0.3216,5.9538,5.9449,5.9735,5.957921203809303,0.0017363634535767503,5.355681703809303,0.0017363634535767503,1.0583045
"Gaia DR3 2411855072801159040","219834B",\N,349.7787385105183,-13.455716149118203,44.5697976084601,0.029276362,324.07355,306.66111752360024,-104.79803807051674,1.1987034,7.356538,7.8014865,6.74601,5094.8164,5091.1396,5098.4033,4.4764,4.4744,4.4778,-0.1478,-0.1568,-0.1386,22.4207,22.3992,22.5057,5.601741309792726,0.0014263654961106376,4.991213309792726,0.0014263654961106376,1.0554765
"Gaia DR3 4692263904164105856","7788B",\N,18.944654802823102,-68.87450095945337,47.650011055007226,0.020337448,394.87927,386.25684249782313,82.06888936140167,1.1753818,7.3319693,7.768304,6.713414,4992.5405,4990.874,4994.1934,4.4926,4.4915,4.4938,-0.1055,-0.1144,-0.0973,20.9856,20.9762,20.9991,5.722284328662711,0.0009268037701524179,5.103729028662711,0.0009268037701524179,1.05489
"Gaia DR3 1389522117550542464","139341B",\N,234.00673691756361,39.80296380917398,44.33282045204357,0.060517557,444.64764,-441.45115279720613,53.220352548031975,2.2711954,7.2032456,7.2971764,6.2476664,5170.584,5118.123,5202.271,4.4711,4.4288,4.4969,0.6688,0.5152,0.7359,22.5227,22.388,22.6007,5.436872409868421,0.002964221215853158,4.48129320986842,0.002964221215853158,1.04951
"Gaia DR3 3837746380705638656","81997B",\N,142.28906890382422,-2.7508697899163823,55.26762521593975,0.024892151,139.65509,138.57932201308492,-17.3007167519049,1.104567,6.9486914,7.383951,6.344556,5021.763,5020.7925,5022.673,4.4818,4.4809,4.4825,-0.1696,-0.1745,-0.1648,18.0901,18.0793,18.1121,5.661045419329101,0.0009780160184869047,5.056910019329102,0.0009780160184869047,1.039395
"Gaia DR3 4468557611984384512","165341A",\N,271.364453818457,2.495224095912567,195.5673545594233,0.19638827,1126.5837,206.52500310614036,-1107.4919291637984,3.2666097,3.987364,4.409446,3.4057531,5204.636,5202.6562,5207.388,4.481,4.4764,4.4826,-0.1421,-0.1542,-0.1284,5.1193,5.1095,5.1699,5.4438458054798415,0.002180588136322381,4.862234905479842,0.002180588136322381,1.0036929
"Gaia DR3 225709641034907264","25893A",\N,61.894149126044205,38.073549604931806,47.32501011279658,0.022569712,284.41766,176.89752816022292,-222.7120904239128,0.9347098,7.0351396,7.438931,6.4489446,5182.301,5181.1426,5183.3364,4.4642,4.4634,4.4648,-0.1654,-0.1695,-0.1603,21.1153,21.1039,21.1297,5.410593177197271,0.0010355942977615662,4.824398177197271,0.0010355942977615662,0.9899864
"Gaia DR3 1237090738916392704","131156A",\N,222.8480514738455,19.100269640072455,148.06949945238355,0.13173045,133.76799,127.46787577668219,-40.568645496944214,1.0991775,4.4804826,4.8695474,3.9444358,5386.0786,5377.5137,5394.945,4.4925,4.4816,4.5076,-0.0427,-0.1059,0.1338,6.7505,6.7046,7.0924,5.332810641299066,0.0019318570954429681,4.796763841299066,0.0019318570954429681,0.9251116
"Gaia DR3 1328866562170960512","146361",\N,243.66878716838013,33.85822643128281,44.05746961395318,0.045887534,282.06052,-268.2164084531518,-87.28170012108714,1.2206292,5.4312882,5.7519083,4.946602,5625.2656,5623.7344,5626.6865,4.0933,4.0926,4.0946,-0.7597,-0.7662,-0.7521,22.6491,22.5897,22.6787,3.6513859518342375,0.002261672105230428,3.166699751834239,0.002261672105230428,0.8053063
"Gaia DR3 423075173680043904","123A",\N,1.5679083398603368,58.436861698042875,48.10266404554371,0.039829273,240.46834,237.577540601277,37.1743219800333,1.7541829,6.221867,6.380405,5.585264,5617.5693,5612.656,5623.7314,4.3236,4.3213,4.3275,-0.8889,-0.919,-0.845,20.7815,20.7618,20.8019,4.632712646759009,0.001797991626699691,3.9961096467590096,0.001797991626699691,0.795141
"Gaia DR3 834571523536798848","90508A",\N,157.01673061654515,48.780986968095704,43.49441787080643,0.038626797,884.44904,81.79831470043351,-880.658357833779,0.93805134,6.277527,6.5874543,5.7958035,5701.18,5699.7905,5702.4385,4.3133,4.3123,4.3144,-0.7814,-0.7989,-0.7686,22.9529,22.908,22.9794,4.469694613110256,0.0019284554228042872,3.987971113110257,0.0019284554228042872,0.7916508
"Gaia DR3 1328866562170960384","146362",\N,243.66672417598053,33.857177734562256,44.13402082423081,0.0178749,301.27304,-290.85992490732986,-78.52360571530251,1.0779307,6.4382195,6.743037,5.96131,5750.398,5748.4663,5751.838,4.3923,4.3911,4.3933,-0.4592,-0.4705,-0.4481,22.6469,22.6367,22.6567,4.662086977959856,0.0008794769561060178,4.185177477959854,0.0008794769561060178,0.781727
"Gaia DR3 2043885295914531072","176051A",\N,284.25768829000344,32.90072064481614,67.14120107780762,0.11846329,212.31667,164.15888580530518,-134.64853836580505,2.727981,5.1740646,5.388042,4.6085796,5844.264,5841.326,5847.075,4.2475,4.2462,4.2489,-2.0133,-2.0259,-2.0055,14.8872,14.8623,14.9127,4.309010130017114,0.003831329028703312,3.7435251300171153,0.003831329028703312,0.7794624
"Gaia DR3 2498460442625153536","16765A",\N,40.30930839090126,-0.6962055847301062,44.86942385484068,0.041015185,252.88327,220.02154488466715,-124.6614106405939,0.97861886,5.639261,5.8888855,5.2238035,6208.489,6204.5845,6217.978,4.2607,4.2411,4.2843,-0.2559,-0.3547,-0.1517,22.2889,22.248,22.3493,3.899013465085706,0.001984945643460634,3.4835559650857073,0.001984945643460634,0.665082
"Gaia DR3 1068982214258617216",\N,\N,137.59826115667667,67.13362657576307,48.740394987611786,0.07627328,88.85526,13.118896132255593,-87.8814638931786,0.859881,4.679625,4.9398856,4.282234,6235.699,6234.4463,6237.6167,4.077,4.0682,4.0787,-0.3019,-0.3137,-0.2877,20.5509,20.4992,20.9013,3.119070221724564,0.0033981148151180918,2.721679221724565,0.0033981148151180918,0.6576516
"Gaia DR3 4692263148249862016","7788A",\N,18.947137113761812,-68.87542916816633,42.99118967176437,1.0581142,429.453,413.47961478401,116.03664131633552,10.409619,4.8297544,5.0660872,4.465804,6435.571,6431.7314,6440.0557,4.0209,3.9934,4.0673,-0.5633,-0.5871,-0.5394,22.0095,20.8232,22.7903,2.996651716389146,0.0534558342834317,2.632701316389146,0.0534558342834317,0.6002832
"Gaia DR3 5593584059914156800","64379A",\N,118.06419139640802,-34.70437853685907,54.563099523190026,0.06649618,310.2791,-198.09607031167099,238.81180023957108,0.95217216,4.940166,5.172527,4.573806,6421.102,6419.9917,6422.3496,4.1547,4.1525,4.1573,-0.8309,-0.8441,-0.8187,18.3141,18.2774,18.3401,3.624661164875512,0.002646379933632481,3.258301164875512,0.002646379933632481,0.598721
"Gaia DR3 1014058103758571520",\N,\N,134.7989643318015,48.040871471105525,68.00099930164292,0.42232543,489.16425,-439.83552453066625,-214.0709500414631,4.8404894,3.120973,3.4182682,2.91068,7498.3286,7493.946,7502.5083,3.9261,3.9199,3.9317,-1.7544,-1.7828,-1.7181,14.7754,14.6842,14.8803,2.283549474413565,0.013486269607764001,2.073256474413566,0.013486269607764001,0.5075882
