designation,HIP,HD,ra,declination,parallax,parallax_error,pm,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,Mg,Mg_error,MRp,MRp_error,Bp_minus_Rp
Gaia DR3 6033173275476639360,\N,\N,254.958,-28.132990187784053,46.97011398650376,3.0388114,45.521267,-45.36387371201684,-3.7821683087572056,1.5482846,20.491726,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.850834070625584,0.1406836045520592,\N,\N,\N
Gaia DR3 4287343286679355136,\N,\N,281.33,8.921855881195482,47.4282561983967,2.6060166,15.777396,-13.847940175068224,7.560474395425089,1.8757858,20.335432,20.864882,18.740423,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.715617785884703,0.1194350982517225,17.120608785884702,0.11943509825172072,2.124459
Gaia DR3 5873042429232114048,\N,\N,224.26,-64.7271466334219,48.233961721658105,2.2959425,16.030266,-13.553569295462506,-8.559800571681278,1.767716,20.206112,20.962475,18.924103,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.62287667195585,0.10344052476444965,17.34086767195585,0.10344052476444965,2.038372
Gaia DR3 4064750765436152576,\N,\N,273.368,-25.776230796976343,48.354172829357104,2.0145042,4.589369,-1.1133741013524814,4.452269568325674,1.8348589,19.57727,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.99943979215363,0.09051905018801953,\N,\N,\N
Gaia DR3 6063368716645888384,\N,\N,197.964,-57.054497268403566,48.46897590640712,3.547861,4.593787,4.481627709803927,-1.008906176597198,1.4139876,20.5894,21.284092,19.970758,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.01671921838944,0.1592335326688339,18.39807721838944,0.1592335326688339,1.313334
Gaia DR3 5695019333334724992,\N,\N,126.835,-26.046116716512145,48.86275845724665,2.1904414,4.3082027,3.690937387904676,2.2220692248334726,2.6874993,20.290241,20.730242,18.966959,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.735130903132365,0.09740901363066001,17.41184890313236,0.09740901363066001,1.763283
Gaia DR3 4041787121483029504,\N,\N,266.312,-34.05907828906606,48.87958101762036,1.4748753,19.39052,13.463999855686138,13.953959459962425,2.8568301,19.689613,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.135250372985567,0.06554114082477547,\N,\N,\N
Gaia DR3 1828661426704706048,\N,\N,304.537,20.79553481365697,49.02927207853821,2.9220374,28.125174,-12.42083968276108,-25.233868191560205,2.6472507,20.144213,20.233294,18.636213,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.59649022733421,0.12956855748682905,17.088490227334212,0.12956855748682905,1.597081
Gaia DR3 4064744580679707520,\N,\N,273.197,-25.64876505750985,49.07533086498256,1.9353656,24.086662,10.28436892334696,21.78070369259789,1.9270723,19.553776,19.560377,18.094625,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.008092181436815,0.08567998737706972,16.548941181436817,0.08567998737706972,1.465752
Gaia DR3 6030025305077131520,\N,\N,256.369,-28.349174145279672,49.21751893479121,3.1160438,8.742724,1.203440212657818,-8.659501100285706,1.3134385,20.504902,20.618538,19.374971,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.965500585224028,0.13766369856164395,17.835569585224025,0.13766369856164395,1.243567
Gaia DR3 731881226310429056,\N,\N,166.548,27.904055015693302,49.26967363832266,1.2200161,526.78735,-270.8114634756251,-451.8474103486818,1.7331699,20.595205,21.168821,18.885735,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.058103427617187,0.05378101312460437,17.348633427617187,0.05378101312460437,2.283086
Gaia DR3 5151358868307074432,\N,\N,31.3743,-11.991356958259829,49.34632693735232,1.6276923,440.4685,437.3570974612646,52.26162581382185,1.6288296,20.206686,21.26884,18.061922,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.67296015886753,0.07165217426983261,16.528196158867527,0.07165217426983261,3.206918
Gaia DR3 1819588325493424256,\N,\N,298.114,15.538686050584271,49.38787423022684,2.146958,83.98596,52.10940645922717,-65.86540869770796,1.8055252,20.230005,20.575377,18.716,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.698106667561074,0.09445638614323926,17.184101667561077,0.09445638614323926,1.859377
Gaia DR3 4268735529837136768,\N,\N,285.444,2.73031252871063,49.44354766891622,1.647366,20.019253,-19.3221549553606,5.236868361676374,1.2323145,20.040459,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.511007123283786,0.07237616538034786,\N,\N,\N
Gaia DR3 4042288631957418496,\N,\N,269.293,-34.56375083985187,49.46395405209,2.2075834,18.588835,-16.152462824202118,9.200148424330871,2.031846,19.791285,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.2627291503373,0.09697754914559376,\N,\N,\N
Gaia DR3 5645063224384591488,\N,\N,125.719,-28.641841888961583,49.49643521250636,2.9827862,12.284953,-0.103779538837581,12.28451438791053,2.1158667,20.593027,21.045067,19.267977,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.06589660847727,0.1310174294208295,17.74084660847727,0.1310174294208295,1.77709
Gaia DR3 1823214171245559808,\N,\N,298.593,19.656909000830087,49.5349136524211,2.5529723,21.940367,7.527440475598569,-20.60867180772678,1.2458667,20.355267,19.451956,17.835192,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.829824051409204,0.11201443260103794,16.309749051409202,0.11201443260103794,1.616764
Gaia DR3 4476682831121597184,\N,\N,275.203,5.60184133967165,49.55582494763514,2.0023139,11.240524,-6.681447614807309,-9.039228348286665,1.5506274,19.960577,19.981173,18.661407,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.43605055081006,0.08778660939259275,17.13688055081006,0.08778660939259098,1.319766
Gaia DR3 4119728649019876224,\N,\N,265.913,-20.007030363242173,49.59027305921688,2.2668273,30.648838,-27.260427110229216,14.00786760997164,1.2034947,20.238098,20.646933,19.079865,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.715080498279974,0.0993296743594243,17.556847498279975,0.09932967435942608,1.567068
Gaia DR3 4119705348733117696,\N,\N,266.226,-20.30865694443383,49.60766935628169,2.1223972,33.25182,-31.26126892380819,11.332109127595524,1.2326474,19.984222,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.46196611850256,0.09296026430220472,\N,\N,\N
Gaia DR3 1429437378934511616,HIP 79796,\N,244.273,55.2671877781025,49.63026344630695,0.4244921,439.84943,87.96992153097975,-430.9626629329256,39.075447,9.078422,10.184421,8.014929,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.557154902580787,0.018573251434164106,6.493661902580787,0.018573251434164106,2.169492
Gaia DR3 4307917069079963520,\N,\N,290.285,8.414965325886863,49.66240543268066,2.4369812,17.66808,-17.619881549916975,-1.304152367563506,2.042587,19.90784,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.387978755395974,0.1066418560751341,\N,\N,\N
Gaia DR3 6604348434848487808,\N,\N,342.162,-31.145186395257348,49.66294825173393,0.73677176,436.5526,426.71323495205513,-92.16294958286468,28.264599,11.169128,12.590814,10.001925,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.649290489851555,0.03221711544411576,8.482087489851555,0.03221711544411576,2.588889
Gaia DR3 4123824295451214848,\N,\N,266.019,-17.14895939172317,49.68007295536591,2.6805189,34.88977,-31.4368849512527,15.13335656725951,1.1530372,20.390596,21.174828,19.199575,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.871507124660006,0.11727702420590624,17.680486124660007,0.11727702420590624,1.975253
Gaia DR3 1866215589940389120,\N,\N,315.319,33.24185192455687,49.784021123792655,0.7382517,364.6319,325.5527908071197,-164.23093825101068,37.482445,11.2303705,12.614336,10.061777,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.715820361256874,0.0322033191551796,8.547226861256874,0.0322033191551796,2.552559
Gaia DR3 2923887295576778496,\N,\N,100.106,-23.87266223905768,49.78461337087745,0.5805421,231.41249,191.5368841015449,-129.86670481801795,1.1492378,20.341269,21.592516,18.666254,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.826744693653005,0.02532285002338064,17.151729693653003,0.02532285002338064,2.926262
Gaia DR3 2509463083685544320,\N,\N,25.9724,0.2416983787223838,49.81760082769784,0.23519665,143.44305,20.72596813288316,-141.93781653194148,3.640758,14.939261,17.567812,13.507638,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.426175042298986,0.01025193550885195,11.994552042298988,0.01025193550885195,4.060174
Gaia DR3 3626268998574790656,HIP 63366,112758,194.753,-9.833210907654898,49.826332493870936,0.3896293,847.2068,-824.4581307025305,195.00806642621944,15.693782,7.3262544,7.7394137,6.734437,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.813549008814187,0.016980710368311502,5.221731608814187,0.016980710368311502,1.0049767
Gaia DR3 5145416111038393216,\N,\N,36.7951,-16.414588724693925,49.863799235659286,0.21978833,534.4754,440.1572318108496,-303.19227525013173,1.1064584,18.377878,21.424646,16.807451,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.866804826536985,0.009571420403545972,15.296377826536984,0.009571420403545972,4.617195
Gaia DR3 4116844870479502592,\N,\N,264.429,-22.275976930164266,49.871984628084284,1.7849649,32.554493,20.100711946061963,-25.607741719840803,2.1175745,19.46939,19.989792,17.775028,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.958673255356477,0.07775223656342511,16.264311255356475,0.07775223656342511,2.214764
Gaia DR3 6031367499416648192,\N,\N,252.101,-29.219962180744343,49.87356319072509,0.56578517,130.94708,-62.51270012270254,-115.06216873474597,1.1145406,19.935463,21.742188,18.375069,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.424814986348416,0.02463508753422694,16.864420986348414,0.02463508753422694,3.367119
Gaia DR3 1821315795663331456,\N,\N,298.681,18.03083933359316,49.91069595054804,0.09812294,456.08023,-40.196767737882,-454.3053887070852,0.98467994,16.486298,19.64204,14.978986,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.97726612837043,0.004269055508100195,13.469954128370427,0.004269055508100195,4.663054
Gaia DR3 362091963829100672,\N,\N,11.4876,33.786472941242394,49.92592858345924,0.123480394,263.1527,262.8704157687994,12.185754804429612,4.845399,13.527563,15.565027,12.18246,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.01919375578801,0.0053706525452668075,10.674090755788008,0.0053706525452668075,3.382567
Gaia DR3 6526909899623917056,\N,\N,349.448,-48.64700204640308,49.96245209847369,1.0308464,256.83798,248.40808205449764,65.26237526166311,1.1009111,20.52656,21.342213,18.956926,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.01977872444153,0.04480909438010805,17.45014472444153,0.04480909438010805,2.385287
Gaia DR3 3357958852543597056,\N,\N,100.808,16.528876182618006,49.96894347033332,0.2524688,127.111534,109.15062237550544,65.14202763413617,5.5611753,15.712871,18.468822,14.26596,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.206371834679913,0.01097148869889697,12.759460834679913,0.01097148869889697,4.202862
Gaia DR3 3886019480945496576,\N,\N,159.187,15.360722194483996,49.97879627519524,0.08665688,135.56415,110.2100929425864,-78.93904714862067,1.7668253,12.274528,13.50141,10.585089,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.768456960299117,0.003765060917995555,9.079017960299117,0.003765060917995555,2.916321
Gaia DR3 458018340407727104,\N,\N,37.8745,57.37870558540406,50.00541479563848,0.023927981,1115.7747,1115.7192342216508,11.126863327716851,1.4975666,12.018761,13.508623,10.820139,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.513846170534137,0.0010390665637904917,9.315224170534137,0.0010390665637904917,2.688484
Gaia DR3 2673992663636347520,\N,\N,327.864,-1.4538921085791252,50.0364884312193,0.040332425,214.22371,213.42468947925627,18.485081759202732,1.0345395,14.842792,17.169096,13.465856,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.339226116172327,0.0017503379995345014,11.962290116172326,0.0017503379995345014,3.70324
Gaia DR3 1573896198753650944,\N,\N,181.402,56.394863843666194,50.03910614418915,0.02886083,259.42044,82.7961211648786,-245.85313634130503,1.330104,14.254209,16.423683,12.901253,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.750756716126752,0.0012524305056409446,11.397800716126753,0.0012524305056409446,3.52243
Gaia DR3 4124980981624504064,\N,\N,265.062,-15.665588234845975,50.040350976791295,2.9894545,7.9143515,4.218717924702511,-6.696221257808405,1.302212,20.670315,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.166916735597436,0.12988032861319176,\N,\N,\N
Gaia DR3 1454104436971779328,\N,\N,210.839,30.13201679858173,50.04583515738504,0.1235419,801.72955,-800.8089970699365,38.40889050515324,0.946426,17.029284,20.339481,15.48455,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.526123705437634,0.005360453499410056,13.981389705437632,0.005360453499410056,4.854931
Gaia DR3 18986817760556416,\N,\N,39.8244,7.470816071340625,50.051067130892186,0.027955268,499.67313,480.3539295525312,-137.59848988223425,1.104966,12.859632,14.509055,11.624809,3002.5479,3000.3235,3009.479,4.4773,4.4718,4.4944,-0.6704,-0.6847,-0.6354,20.0642,19.9912,20.605,11.356698707190311,0.0012128432609896933,10.12187570719031,0.0012128432609896933,2.884246
Gaia DR3 1884744525522874880,\N,\N,342.852,29.662959272690284,50.051821712590645,0.19301312,1253.6871,1246.045074516113,138.2143119231665,7.660043,15.341885,15.680044,14.820234,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.838984444573974,0.008373815937027018,13.317333444573972,0.008373815937027018,0.85981
Gaia DR3 1089400763661597440,\N,\N,113.379,64.15647613415042,50.06421573579301,0.03907864,260.98422,42.26607735581379,-257.53900424412467,1.0117233,16.000692,16.438784,15.398046,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.49832908629952,0.0016949872188876114,13.89568308629952,0.0016949872188876114,1.040738
Gaia DR3 3566338949070993536,\N,\N,169.275,-11.37435916898148,50.06686279862661,0.02547037,417.63608,-390.1623914864916,-148.97385588012096,1.275163,12.452814,13.997541,11.243733,3223.005,3217.5935,3225.205,4.9186,4.878,4.9549,-0.1752,-0.2738,-0.1133,19.971,19.8806,20.3413,10.950565896286488,0.0011046869604944831,9.741484896286487,0.0011046869604944831,2.753808
Gaia DR3 1575357587146077056,\N,\N,182.875,57.40314952754088,50.07790021323608,0.027994908,554.4598,413.8312371270634,-369.0113159729841,1.0735279,15.622568,15.935187,15.132704,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.120798552197652,0.0012139122527621282,13.630934552197651,0.0012139122527621282,0.802483
Gaia DR3 5224999346778496128,\N,\N,176.875,-74.96043554292945,50.081745488051965,0.061554786,1724.8866,-1067.841439844291,1354.602749264821,0.9119256,17.154837,17.908756,16.337513,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.653234284180684,0.002668928278698246,14.835910284180684,0.002668928278698246,1.571243
Gaia DR3 1193465794018333824,\N,\N,233.723,12.330221269012144,50.08265262174834,1.5357753,173.64494,170.2867545578152,-33.98510810853172,1.1545702,20.5582,21.69836,19.026724,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,19.056636615836055,0.06660868400318165,17.525160615836057,0.06660868400318165,2.671636
Gaia DR3 2020972985439046016,\N,\N,296.566,25.492002306169883,50.086253104253736,1.8380704,11.458191,6.637264947371983,-9.340067019619394,1.9341253,20.348091,21.124756,19.134478,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.846683719137136,0.07972471751549293,17.633070719137137,0.07972471751549115,1.990278
Gaia DR3 5930139823230549120,\N,\N,249.903,-55.41060950860157,50.09702378091545,0.024907539,159.50757,-90.69810340540502,-131.21172254663085,1.1988785,13.664892,15.540896,12.37637,3044.231,3043.8132,3044.7207,5.0649,5.0632,5.0654,-0.1739,-0.1762,-0.1688,19.8538,19.8311,19.9374,12.163951627947068,0.0010796257761853667,10.87542962794707,0.0010796257761853667,3.164526
Gaia DR3 3460907947316392704,\N,\N,179.858,-36.581095260695164,50.09971298084583,0.18163322,161.43166,79.99153083003414,-140.21958718843234,1.481576,17.368828,20.43108,15.715702,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.868004189097515,0.007872565139538601,14.214878189097515,0.007872565139538601,4.715378
Gaia DR3 2451701339832959232,\N,\N,22.6239,-16.40544797329293,50.10880391723609,0.04174249,191.37929,-138.59148112229016,-131.97891494402356,2.0390096,12.666034,14.107119,11.484554,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.165604181907973,0.0018089173801953962,9.984124181907973,0.0018089173801953962,2.622565
Gaia DR3 3361034083487398016,\N,\N,106.144,16.956605362921632,50.12048659323419,0.0234425,203.39815,-7.089709767071129,-203.2745488544865,1.2227259,13.7556,15.686063,12.45108,3022.3318,3019.7231,3023.2861,5.0632,5.0515,5.0646,-0.1417,-0.1473,-0.1028,19.9301,19.8954,20.5195,12.25567639338737,0.0010156474753584277,10.95115639338737,0.0010156474753584277,3.234983
Gaia DR3 3814369840081992448,\N,\N,170.407,6.1335228685553735,50.128971305643816,0.029280724,1758.3922,-766.2313054739477,-1582.666367678073,1.6455977,12.452551,13.836684,11.293702,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.952994962835232,0.0012683741531427373,9.794145962835232,0.0012683741531427373,2.542982
Gaia DR3 3830128624846458752,\N,\N,150.828,-1.0853472941312068,50.13719268088734,0.09504302,500.9065,-498.70601940999535,46.90028438187775,0.8879985,16.527418,19.745697,15.012418,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.02821806481101,0.004116376123721288,13.51321806481101,0.004116376123721288,4.733279
Gaia DR3 2759428629829608064,\N,\N,357.654,9.949318872191798,50.14831538141223,0.03224731,700.5929,652.9595417502628,253.91773159226116,1.5668577,10.597985,11.790701,9.320761,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.099266742331016,0.0013963410947148702,7.822042742331016,0.0013963410947144261,2.46994
Gaia DR3 4242728884389090944,\N,\N,303.251,1.2158307317171082,50.153029375797786,0.22064403,253.96384,241.01100854148183,-80.07072743076154,7.9131527,13.919991,15.937681,12.539893,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.421476853428016,0.009553271668417018,11.041378853428016,0.009553271668417018,3.397788
Gaia DR3 1329942262499164544,\N,\N,243.934,35.98086198987554,50.15729234380503,0.28754172,530.24536,-30.243613854086988,-529.3821778029584,1.0646412,19.598196,21.62729,18.009287,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.09986641902919,0.012448753166323101,16.51095741902919,0.012448753166323101,3.618003
Gaia DR3 5673602319993218560,\N,\N,151.632,-16.889790633620176,50.1854068983554,0.07074721,370.94333,-317.8023069657723,191.31293002014,0.9840704,16.158012,19.249233,14.6608,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.660899248585709,0.003061163111485854,13.163687248585708,0.003061163111485854,4.588433
Gaia DR3 4178558705739687168,\N,\N,268.201,-2.34053816646723,50.207732877666544,1.8901911,12.166403,-9.459856731677124,7.650651798605233,3.2746046,19.765749,19.326591,17.916817,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.269602056588067,0.08178896709500805,16.42067005658807,0.08178896709500805,1.409774
Gaia DR3 2328674716056981888,\N,\N,350.694,-31.558926773711832,50.22452483075953,0.24570186,577.44196,-202.5429239390409,-540.7546071808875,1.0149783,18.298199,21.201088,16.734552,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.802778183113848,0.01062307842755672,15.239131183113848,0.010623078427557608,4.466536
Gaia DR3 2867175035571212416,HIP 117779,\N,358.285,29.01815175362716,50.228223145721216,0.015265435,80.90682,-78.54896595233234,19.390034523173163,1.0555598,9.145486,9.954945,8.266549,3903.0444,3902.228,3903.8672,4.5279,4.5268,4.529,-0.5138,-0.5207,-0.5074,19.8932,19.8839,19.9035,7.650225074984732,0.0006599570891889783,6.7712880749847315,0.0006599570891889783,1.688396
Gaia DR3 3602406744394215936,\N,\N,179.442,-1.8183858067070635,50.23149438811263,0.03420428,452.41592,396.5304469195172,-217.81593961539812,1.2043842,14.222267,16.264254,12.896868,2978.4148,2970.1953,2981.0698,5.0885,5.0123,5.1051,-0.3935,-0.5116,-0.3533,19.9356,19.8235,20.2763,12.727147493112806,0.0014786273570317476,11.401748493112809,0.0014786273570317476,3.367386
Gaia DR3 4279261876207080576,\N,\N,283.357,2.8470624550523547,50.23635292571096,0.2842445,299.45837,295.67244144926894,47.467032754001806,12.457011,11.437212,12.622755,10.31001,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.942302514142135,0.012286633886910536,8.815100514142134,0.012286633886910536,2.312745
Gaia DR3 3943239882828182784,\N,\N,196.421,20.777990008984773,50.23726276417325,0.7437599,96.41445,-50.18338269049067,82.32481427442501,1.0560714,20.308573,21.595268,18.736492,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18.813702841663183,0.03215087821463669,17.241621841663182,0.03215087821463847,2.858776
Gaia DR3 6462049502543522688,\N,\N,323.914,-53.42468721801943,50.24701494353452,0.024356315,190.53044,-90.93614077365764,167.4289913627453,1.2489222,14.052321,16.022474,12.740142,3011.0935,3010.7612,3011.3481,5.1125,5.1121,5.113,-0.3048,-0.3068,-0.303,19.805,19.7901,19.8191,12.557872332247886,0.0010525813368573722,11.245693332247885,0.0010525813368573722,3.282332
Gaia DR3 4237021938009045248,\N,\N,300.276,0.2700123380217709,50.26249449419899,0.01855512,224.6945,55.57607602177863,-217.71293434996872,1.167592,10.568735,11.754957,9.481072,3499.6968,3484.479,3506.0005,4.6227,4.5632,4.6469,-0.3681,-0.4868,-0.3137,19.83,19.7775,19.8905,9.074955192689718,0.0008016301890911848,7.987292192689717,0.0008016301890916289,2.273885
Gaia DR3 3793898479761174656,\N,\N,175.554,-1.3651467411429208,50.264321712414095,0.02647472,112.168594,-110.67450531208388,-18.246863243116504,1.1664152,11.501476,12.836517,10.358631,3160.6392,3159.8967,3161.4463,4.2068,4.2043,4.2099,-0.8595,-0.8619,-0.8564,19.9134,19.8993,19.9251,10.007775131903959,0.0011437363001700618,8.864930131903957,0.0011437363001700618,2.477886
Gaia DR3 6487483783474213632,\N,\N,359.684,-62.761415023739694,50.26921487111801,0.028897112,596.78143,590.8979026558277,83.5928139941755,1.1558423,14.875483,17.156788,13.505112,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.381993511300134,0.0012482647380789302,12.011622511300136,0.0012482647380789302,3.651676
Gaia DR3 4092990622155744000,\N,\N,276.63,-19.39395723243286,50.28085534540498,0.03063708,551.19257,-297.723767970273,-463.8682990600785,1.072203,12.684425,14.24984,11.470814,3207.6394,3204.8828,3211.3025,4.9974,4.9669,5.0001,-0.1514,-0.1615,-0.0667,19.8117,19.7142,21.6826,11.191438285068594,0.001323119539323514,9.977827285068594,0.001323119539323514,2.779026
Gaia DR3 3566643651231641600,HIP 54651,97214,167.79,-10.948251409025149,50.30356541670783,0.016585443,1113.3523,-942.338651242426,592.9176363214872,0.93851703,8.79594,9.430354,8.028476,4357.5933,4356.462,4367.6763,4.6564,4.6544,4.673,-0.3376,-0.3433,-0.3138,19.8309,19.8056,19.8475,7.303933840381566,0.0007159499109214984,6.5364698403815655,0.0007159499109214984,1.401878
Gaia DR3 419121948343397888,\N,\N,4.94324,52.22031059256852,50.30688654250263,0.11685384,417.1665,310.27210190811525,-278.8531989449751,1.2576816,17.327671,20.39414,15.772535,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.835808199901258,0.005043948518911101,14.280672199901261,0.005043948518911101,4.621605
Gaia DR3 4319908862597055232,\N,\N,290.418,14.677830427187898,50.30760376561511,0.029690132,82.80047,-33.01635009844056,-75.9331184898327,1.0677162,13.018942,12.980378,13.125701,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.527110158269094,0.0012815420559180168,11.633869158269095,0.0012815420559180168,-0.145323
Gaia DR3 82512476444934528,\N,\N,37.6047,16.805130281118615,50.313465034384166,0.07379618,470.849,210.57540274672476,-421.13746730188967,1.228263,15.384781,17.876383,13.987254,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.893202138754852,0.003184962188562679,12.495675138754851,0.003184962188562679,3.889129
Gaia DR3 3825820772648802688,\N,\N,146.536,-4.427614872539686,50.32885706762648,0.08174023,576.97437,-551.3032429478611,170.18857623836556,1.0247736,13.93621,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.445295339959166,0.0035267403354621862,\N,\N,\N
Gaia DR3 3352081447497931264,\N,\N,100.429,12.445392442104405,50.33560963053702,0.023803383,27.035488,11.318524328848945,-24.55216029538612,1.2225292,13.441048,15.320293,12.150246,3049.2136,3048.9172,3049.5786,5.028,5.0277,5.0283,-0.0527,-0.0539,-0.0516,19.83,19.8192,19.8402,11.950424664287535,0.0010268752811395387,10.659622664287536,0.0010268752811395387,3.170047
Gaia DR3 4864160624337973248,\N,\N,68.179,-39.79100877620122,50.33991044540537,0.015072701,996.7655,239.36766680125515,-967.5973374565774,1.1238514,11.532965,12.727654,10.447706,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.042527193020316,0.0006501790536947993,8.957268193020315,0.0006501790536947993,2.279948
Gaia DR3 4805866957374888448,\N,\N,81.649,-42.338211158356906,50.34134278860604,0.012113708,185.21904,-185.20650006783217,-2.1553705979151285,1.123901,10.201844,11.248391,9.187456,3691.85,3691.3516,3692.304,4.7302,4.7291,4.7314,-0.0449,-0.0492,-0.0409,19.841,19.8344,19.8503,8.711467977983085,0.0005225244649729177,7.697079977983085,0.0005225244649729177,2.060935
Gaia DR3 2611463952760479232,\N,\N,341.613,-6.659721252169671,50.34538252121983,0.029121442,879.9162,694.929661412599,-539.7455438934087,1.2309648,14.158745,16.24188,12.823517,2965.8628,2963.5208,2971.2407,5.0981,5.0595,5.1004,-0.197,-0.2105,-0.0629,19.9228,19.854,21.7932,12.66854322474482,0.001256051929972024,11.333315224744819,0.001256051929972024,3.418363
Gaia DR3 4665366619931917824,\N,\N,74.8826,-61.88437139795797,50.35030116954927,0.014424276,198.87735,-197.4239868065769,23.999306977493163,0.94796133,11.392392,12.765667,10.2377,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.90240236311573,0.0006220800569334273,8.74771036311573,0.0006220800569334273,2.527967
